learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
69000.0,3.235664402,-8.370686948506371E-13,69000.0,84.6,69.15422486970664,80.84577114427859,67.84968684759916,69000.0,-1.0,40.0
70000.0,3.283897638,-8.495466674988471E-13,70000.0,84.7,69.32982664336001,81.2039312039312,68.71165644171778,70000.0,-1.0,41.0
71000.0,3.327618121,-8.608571877185672E-13,71000.0,83.89999999999999,67.70855061534263,79.72292191435768,67.00819672131146,71000.0,-1.0,33.0
72000.0,3.36672733,-8.70974768056638E-13,72000.0,85.8,71.62213473490678,82.57668711656443,71.07942973523421,72000.0,-1.0,34.0
73000.0,3.406007281,-8.811365194722185E-13,73000.0,82.19999999999999,64.41138835572616,75.68306010928961,64.25702811244979,73000.0,-1.0,37.0
74000.0,3.448218595,-8.920566165923247E-13,74000.0,82.5,64.99579949593951,74.56395348837208,64.64646464646464,74000.0,-1.0,41.0
75000.0,3.490525256,-9.030013800495204E-13,75000.0,83.39999999999999,66.78724630258019,74.61773700305811,66.19144602851324,75000.0,-1.0,38.0
76000.0,3.532603689,-9.13887100759894E-13,76000.0,82.69999999999999,65.42323558568641,74.06296851574211,63.88308977035489,76000.0,-1.0,40.0
77000.0,3.562098225,-9.2151735831673E-13,77000.0,85.2,70.37926548584008,79.12552891396332,69.0376569037657,77000.0,-1.0,17.0
78000.0,3.582833296,-9.268815360135506E-13,78000.0,87.6,75.1999007996032,84.08215661103979,74.11273486430062,78000.0,-1.0,19.0
79000.0,3.604823692,-9.325704671856433E-13,79000.0,86.0,71.9910371318822,82.09718670076727,70.14925373134328,79000.0,-1.0,20.0
80000.0,3.627633017,-9.384712558757103E-13,80000.0,86.3,72.59408032134941,82.48081841432226,72.2672064777328,80000.0,-1.0,20.0
81000.0,3.652332846,-9.448611193026109E-13,81000.0,87.0,73.98761810621856,83.35467349551855,73.19587628865979,81000.0,-1.0,23.0
82000.0,3.681650085,-9.52445509998749E-13,82000.0,87.1,74.2,84.34466019417476,73.23651452282157,82000.0,-1.0,26.0
83000.0,3.712447138,-9.604127296350073E-13,83000.0,88.6,77.2,86.50887573964498,75.69296375266525,83000.0,-1.0,28.0
84000.0,3.744854518,-9.687965420178245E-13,84000.0,86.0,71.99910397132709,82.63027295285357,70.83333333333333,84000.0,-1.0,30.0
85000.0,3.782573582,-9.78554490850204E-13,85000.0,87.6,75.2015870984257,84.78527607361964,73.10195227765726,85000.0,-1.0,35.0
86000.0,3.823840964,-9.892303920868373E-13,86000.0,88.2,76.40066078149812,85.78313253012048,75.81967213114754,86000.0,-1.0,38.0
87000.0,3.869144897,-1.0009505519539949E-12,87000.0,87.3,74.59898395935838,84.47432762836186,74.34343434343434,87000.0,-1.0,40.0
88000.0,3.919500501,-1.0139775827216608E-12,88000.0,87.0,73.98751400672322,83.99014778325122,73.41513292433538,88000.0,-1.0,45.0
89000.0,3.966871014,-1.0262323683127764E-12,89000.0,87.5,75.01978433081,84.97596153846155,74.38524590163934,89000.0,-1.0,41.0
90000.0,4.0118697,-1.0378735605627302E-12,90000.0,88.9,77.79875673037691,86.7065868263473,77.66599597585513,90000.0,-1.0,42.0
91000.0,4.061680245,-1.0507595841772858E-12,91000.0,88.2,76.4,85.4140914709518,76.54075546719682,91000.0,-1.0,46.0
92000.0,4.112402122,-1.0638813700319996E-12,92000.0,88.0,76.00335952966584,85.22167487684727,75.56008146639512,92000.0,-1.0,47.0
93000.0,4.164788558,-1.0774337784904576E-12,93000.0,88.2,76.4,85.57457212713935,76.01626016260163,93000.0,-1.0,52.0
94000.0,4.221008479,-1.0919779122600128E-12,94000.0,88.4,76.79025190580043,86.0576923076923,76.08247422680412,94000.0,-1.0,53.0
95000.0,4.279249939,-1.107045019614614E-12,95000.0,87.7,75.39606337013922,85.03649635036497,74.63917525773196,95000.0,-1.0,57.0
96000.0,4.340080422,-1.1227819090709093E-12,96000.0,88.6,77.19708122639697,86.36363636363636,77.51479289940829,96000.0,-1.0,57.0
97000.0,4.402604643,-1.1389569697591168E-12,97000.0,88.9,77.7984014849069,86.62650602409639,77.4390243902439,97000.0,-1.0,58.0
98000.0,4.472085425,-1.1569316977531549E-12,98000.0,87.4,74.80211662220373,84.48275862068965,74.4421906693712,98000.0,-1.0,58.0
99000.0,4.543269325,-1.1753470235918134E-12,99000.0,88.3,76.59176029962546,85.97122302158273,76.12244897959184,99000.0,-1.0,61.0
100000.0,4.61852053,-1.1948145641427904E-12,100000.0,87.5,74.9699639567481,84.90338164251207,74.22680412371135,100000.0,-1.0,63.0
