learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
86000.0,2.8125,-7.275957614183421E-13,86000.0,70.8,41.599999999999994,70.8,41.599999999999994,86000.0,-1.0,27.0
87000.0,2.84375,-7.356801587674348E-13,87000.0,69.69999999999999,39.39999999999999,69.69999999999999,39.39999999999999,87000.0,-1.0,25.0
88000.0,2.890625,-7.478067547910738E-13,88000.0,70.7,41.39999999999999,70.7,41.39999999999999,88000.0,-1.0,24.0
89000.0,2.921875,-7.558911521401664E-13,89000.0,68.8,37.59999999999999,68.8,37.59999999999999,89000.0,-1.0,23.0
90000.0,2.96875,-7.680177481638055E-13,90000.0,71.2,42.39999999999999,71.2,42.39999999999999,90000.0,-1.0,22.0
91000.0,3.015625,-7.801443441874445E-13,91000.0,72.2,44.39999999999999,72.2,44.39999999999999,91000.0,-1.0,29.0
92000.0,3.046875,-7.882287415365371E-13,92000.0,70.89999999999999,41.79999999999999,70.89999999999999,41.79999999999999,92000.0,-1.0,17.0
93000.0,3.078125,-7.963131388856298E-13,93000.0,71.39999999999999,42.8,71.39999999999999,42.8,93000.0,-1.0,12.0
94000.0,3.09375,-8.003553375601761E-13,94000.0,69.19999999999999,38.39999999999999,69.19999999999999,38.39999999999999,94000.0,-1.0,13.0
95000.0,3.125,-8.084397349092688E-13,95000.0,66.2,32.400000000000006,66.2,32.400000000000006,95000.0,-1.0,12.0
96000.0,3.140625,-8.124819335838152E-13,96000.0,73.0,46.0,73.0,46.0,96000.0,-1.0,18.0
97000.0,3.1875,-8.246085296074542E-13,97000.0,70.6,41.19999999999999,70.6,41.19999999999999,97000.0,-1.0,19.0
98000.0,3.21875,-8.326929269565468E-13,98000.0,71.2,42.39999999999999,71.2,42.39999999999999,98000.0,-1.0,17.0
99000.0,3.234375,-8.367351256310932E-13,99000.0,69.89999999999999,39.79999999999999,69.89999999999999,39.79999999999999,99000.0,-1.0,17.0
100000.0,3.265625,-8.448195229801859E-13,100000.0,66.2,32.400000000000006,66.2,32.400000000000006,100000.0,-1.0,13.0
